"EDR092812","Textus secundum (1)<br>in minuti caratteri (1)"
"EDR179442","Textus et mensurae secundum (1). <br>Supra EDR179441. "
"EDR179443","Textus et mensurae secundum (1)."
"EDR179491","Textus et mensurae secundum (1). "
"EDR179493","Textus et mensurae secundum (1). <br>v.1: Lectio incerta, CI FELIX aut A TELIA aut [F]ACITE VIA (1). "
"EDR179376","Textus et mensurae secundum (1). <br>v. 1: cf. QUINQUAGINTA / UBI ERANT ... (CIL 04, 6819)<br>v.2: lectio incerta."
"EDR179416","Textus et mensurae secundum (2). <br>v. 1: Littera S inversa est."
"EDR179445","Textus et mensurae secundum (1)."
"EDR179447","Textus et mensurae secundum (1). <br>v.1: Non(ius?) (1), cf. etiam in hac via EDR179453 (Nonius). "
"EDR179448","Textus et mensurae secundum (1). "
"EDR179450","Textus et mensurae secundum (1). "
"EDR179451","Textus et mensurae secundum (1). "
"EDR179452","Textus et mensurae secundum (1). <br>Lectio incerta (1). <br>v.1: [E?]ros S Erm(- - -) (1). "
"EDR179486","Textus et mensurae secundum (1). <br>v. 1: Lectio incerta, MANV aut AMA aut zig-zag (1). "
"EDR179487","Textus et mensurae secundum (1)."
"EDR179488","Textus et mensurae secundum (1). "
"EDR179489","Textus et mensurae secundum (2). "
"EDR179492","Textus et mensurae secundum (1). "
"EDR179494","Textus et mensurae secundum (1). <br>Lectio incerta (1). "
"EDR179671","Textus et mensurae secundum (1). "
"EDR179672","Textus secundum (1). "
"EDR179673","Textus et mensurae secundum (1). "
"EDR179674","Textus et mensurae secundum (1). <br>v. 1: fortasse nomen IUCUNDUS in litteris graecis scriptum (1). "
"EDR179675","Textus et mensurae secundum (1). "
"EDR179676","Textus et mensurae secundum (1).<br>Titulus incohatus? (1)."
"EDR179677","Textus et mensurae secundum (1). <br>Titulus incohatus? (1)"
"EDR179678","Textus et mensurae secundum (1).<br>Lectio incerta (1). <br>II pro littera E scripta. "
"EDR179679","Textus secundum (1).<br>Tres circuli in columna inscripti sunt. "
"EDR179714","Textus et mensurae secundum (1). <br>Supra EDR179715. <br>Eadem manu et prope scripti sunt: EDR179715 et EDR179721."
"EDR179704","Textus et mensurae secundum (2)."
"EDR179709","Textus et mensurae secundum (2). <br>v.1: Prima, titulus CAPRVLLA scriptus est (1).<br>Cf., in eadem via, EDR179670 (Ursa Caprilla)."
"EDR179710","Textus et mensurae secundum (1). "
"EDR179711","Textus et mensurae secundum (1). "
"EDR179712","Textus et mensurae secundum (1). "
"EDR179713","Textus et mensurae secundum (1). "
"EDR179715","Textus et mensurae secundum (1). <br>v. 1: PERPETUE, non PERPETUA(M) (1)<br>Infra EDR179714. <br>Eadem manu et prope scripti sunt: EDR179714 et EDR179721. "
"EDR179721","Textus et mensurae secundum (2). <br>v.1: FELICIO (1). <br>Eadem manu et prope scripti sunt: EDR179714 et EDR179715."
"EDR179752","Textus et mensurae secundum (1)."
"EDR179753","Textus et mensurae secundum (1)."
"EDR179754","Textus et mensurae secundum (1).<br>In eadem via: EDR179761 (Sotericus)."
"EDR179755","Textus et mensurae secundum (1). <br>v.2: CUM scriptum est sub MECUM v. 1."
"EDR179756","Textus et mensurae secundum (2)."
"EDR179757","Textus et mensurae secundum (1). "
"EDR179758","Textus et mensurae secundum (1). "
"EDR179759","Textus et mensurae secundum (2)."
"EDR179760","Textus secundum (1). "
"EDR179761","Textus et mensurae secundum (1). <br>In eadem via: EDR179754 (&#7778;&#7885;terycus)"
"EDR179762","Textus et mensurae secundum (1). <br>Similis titulo EDR179759 (navis et delphinus).<br>Delphinus fortasse in forma phalli posterius mutatus est (1). <br>Ad sinistram EDR179765. "
"EDR179765","Textus et mensurae secundum (1).  <br>Ad dextram EDR179762."
"EDR151680","Textus secundum (1), periit (2)<br>v. 1: Litterae quadratae (1); ARIS inter cognomina dubitanter habetur secundum CIL 04, p.233 (Index): si recte, fortasse S(ALUTEM) resolvendum est; A(E)RIS ((SEMIS)) etiam temptavi, cfr. e.g. EDR151692"
"EDR151695","Textus secundum (1)<br>v. 1: pro LUCUS scriptor voluit LOCUS, cfr. EDR151691<br>Prope EDR151691, EDR151687, EDR151682"
"EDR179799","Textus et mensurae secundum (1). <br>Scriptus est litteris minutis, quae nunc non iam legi possunt (1)<br>Cf.: EDR179808 (nomen Sebidia/Sabidia). "
"EDR179827","Textus secundum (1), periit (2)<br>Infra EDR151680"
"EDR179814","Textus et mensurae secundum (1).<br>Nomen Pupius Pompeiis videtur.<br>Supra EDR180042"
"EDR180041","Textus et mensurae secundum (2).<br>v.1: NEPTUNALES (ludi sive feriae) pro Neptunalia (2) aut sacerdotes Neptuni? (Solin, apud 2)"
"EDR179453","Textus et mensurae secundum (2). "
"EDR179670","Textus et mensurae secundum (2). <br>Cf., in eadem via, EDR179709 (Ursa, Caprylla)."
"EDR179767","Textus et mensurae secundum (1). <br>Cf., Pompeiis, EDR168646, versus hexametricus qui finit QUISQUIS AMARE VETAT.<br>Cf. Alia carmina amoris in A. Varone, Erotica Pompeiana, Roma 2002."
"EDR179768","Textus et mensurae secundum (1). <br>In eadem via: EDR179770 (Mecio/loca cedo)"
"EDR179769","Textus et mensurae secundum (1). "
"EDR180071","Textus et mensurae secundum (1). <br>Cf., in eadem via, EDR180088 (ATIM)"
"EDR179770","Textus et mensurae secundum (1). <br>v.1: lectio incerta (1).<br>v.2: O CA +CEDO, lectio ex photographo apud (1).<br>In eadem via: EDR179768 (...[- - M]ecio sal(utem)). "
"EDR180226","Textus secundum (1)<br>Tantum vestigia videntur (2)<br>Prope EDR180224"
"EDR180230","Textus et mensurae secundum (1). "
"EDR180298","Textus secundum (1). <br>v.1: IIIIIIIIIIIIIII (In senso orizzontale)(1). "
"EDR179789","Textus et mensurae secundum (1). <br>Littera E ut II scripta est. <br>Ad sinistram EDR179770. "
"EDR179790","Textus et mensurae secundum (2). <br>v. 2: Littera E ut II scripta est. <br>vv.3-4: alia manu scripti sunt. "
"EDR179791","Textus et mensurae secundum (1). <br>v.1: Lectio incerta, fortasse zig-zag (1). "
"EDR179792","Textus et mensurae secundum (1). <br>Cf. prope EDR179793 (caput et pileus?)."
"EDR179793","Textus et mensurae secundum (1). <br>Cf. prope EDR179792 (caput et pileus?) et prope EDR179795 (carbone scriptum). "
"EDR179795","Textus secundum (1). <br>Tantum vestigia exstant (1).<br>Prope EDR179793 (caput et pileus). "
"EDR179796","Textus et mensurae secundum (2). <br>Initio versus Verg. Aen. II.1. <br>De eodem carmine Pompeiis, vide EDR159667, EDR151447, EDR148511, EDR159669, EDR159670, EDR159671, EDR159672, EDR159673, EDR159675, EDR159677, EDR159678, EDR159680, EDR159681, EDR159685, EDR159686."
"EDR179798","Textus et mensurae secundum (1). <br>v.1: Quo nos valea&#803;(mu)s&#803; (1). "
"EDR180207","Textus secundum (1)-(2)<br>v. 1: lectio difficilis<br>Osco-Latina(?) (= Popidius?) (2)<br>'In lettere fra osche e latine come io credo' PVP[-]IIIDIS (Popidius) (1)"
"EDR180209","Textus et mensurae secundum (1)<br>Cf. in eadem columna, EDR180340 (Paris va(le))"
"EDR180340","Textus et mensurae secundum (1)<br>Cf., in eadem columna, EDR180209 (Paris va(le))"
"EDR180341","Textus et mensurae secundum (1)"
"EDR180342","Textus secundum (1)<br>Dubia est lectio (1)<br>v. 1: Cam(ma)ru(s)(?) an C. AMPIV(S)? (1)"
"EDR180343","Textus secundum (1)"
"EDR180344","Textus secundum (1)"
"EDR179410","Textus et mensurae secundum (3). <br>Nomen Mopsus in Verg. Ecl. notum est (2)(3). <br>Littera E ut II scripta est."
"EDR179800","Textus et mensurae secundum (2). <br>Nomen commune Pompeiis (2)."
"EDR180234","Textus et mensurae secundum (1)."
"EDR180235","Textus et mensurae secundum (1)."
"EDR180294","Textus et mensurae secundum (1)."
"EDR180295","Textus et mensurae secundum (1)."
"EDR180296","Textus et mensurae secundum (1). "
"EDR180297","Textus et mensurae secundum (1). "
"EDR180321","Textus et mensurae secundum (1), periit (2)"
"EDR180220","Textus secundum (1)"
"EDR179801","Textus et mensurae secundum (1). "
"EDR179803","Textus et mensurae secundum (1). <br>v.1: EST MEUS aut EST MUS(1). "
"EDR179804","Textus et mensurae secundum (1).<br>v.2: amant(issimus?) (1). "
"EDR179808","Textus et mensurae secundum (1). <br>Cf. EDR179799 (nomen Sebidia/Sabidia)<br>vv. 2-3 = Ovid, Ars Amat. III.71-72<br>vv. 4-5 = Ovid, Ars Amat. III.69-70<br>v. 4: CUM pro QUO (1). "
"EDR179809","Textus secundum (1). <br>Fortasse QUERENDUS?(1). <br>Littera E ut II scripta est. "
"EDR179810","Textus et mensurae secundum (1)."
"EDR179817","Textus et mensurae secundum (1). "
"EDR180208","Textus secundum (1)<br>v. 1: II scriptum pro littera E"
"EDR180211","Textus secundum (1)<br>Dubia est lectio (1)<br>v.1: GENIALIS an GENITALIS? (1)"
"EDR180212","Textus secundum (1)"
"EDR180214","Textus et mensurae secundum (1)"
"EDR180216","Textus secundum (1)<br>Tectorio fracto, superior pars tituli caret."
"EDR180217","Textus et mensurae secundum (1), periit (2)"
"EDR180305","Textus et mensurae secundum (1). <br>Prope EDR180306 (M)"
"EDR180312","Textus et mensurae secundum (2). <br>Infra EDR180311 (Ampliatus Auctus hac) et prope EDR180368 (Auctus)."
"EDR180345","Textus secundum (1)<br>Non expedivi (1)"
"EDR180386","Textus et mensurae secundum (1)."
"EDR180222","Textus secundum (1)<br>v.2: Eu[por?] (1)<br>Prope EDR180346 "
"EDR180224","Textus et mensurae secundum (1)<br>v. 1: Avete, utres (vini) sumus (1)<br>v. 1-3: II scriptum pro littera E<br>Litteris nunc maxime abrasis (2)<br>Prope EDR180222"
"EDR180227","Textus secundum (1)<br>((signum)) similis litterae Y (1)"
"EDR180322","Textus et mensurae secundum (1), periit (2)"
"EDR180325","Textus et mensurae secundum (1), periit (2)"
"EDR180326","Textus et mensurae secundum (1), periit (2)<br>"
"EDR180328","Textus et mensurae secundum (1), periit (2)<br>v.1: (?...) (1)"
"EDR180330","Textus secundum (1)"
"EDR180331","Textus secundum (1)<br>v. 1: COLONIA (Pompeianorum?) AUDACTER (sc. opera, age, bel sim.) (1), COLONIA CLAUDIA VA in apographo apud (2)"
"EDR180332","Textus secundum (1)"
"EDR180333","Textus secundum (1)"
"EDR180336","Textus secundum (1)"
"EDR180338","Textus et mensurae secundum (1)"
"EDR180346","Textus secundum (1)<br>v. 2: II scriptum pro littera E<br>Prope EDR180222"
"EDR180450","Textus et mensurae secundum (1)<br>v.2: Eus(chemus?) (1)<br>v.2: II scriptum pro littera E <br>v.1: lat. 6,5; litt. alt. 0,5-3,8<br>v.2: lat. 3,9; litt. alt. 1,2-6,8<br>v.3: lat. 4,1; litt. alt. 3,8-11,6"
"EDR180451","Textus et mensurae secundum (1)<br>infra EDR180450<br>v.1: lat. 3,2; litt. alt. 0,7-1,0<br>v.1 proxima stria: lat. 3,3; litt. alt. 0,6-0,9<br>v.2: lat. 3,3; litt. alt. 0,6-2,4"
"EDR180452","Textus secundum (1)<br>Non intellexi (1)"
"EDR180453","Textus et mensurae secundum (1)<br>Ha[b?](i?)[t?]us (1)"
"EDR180454","Textus et mensurae secundum (1)"
"EDR180455","Textus et mensurae secundum (1)<br>v.1: A x (nisi sunt litterae Graecae &#945; &#967;) (1), &#923; &#935; (?) (2)"
"EDR180456","Textus secundum (1)<br>v.2: lectio incerta est, vide apographum (2)<br><br>v.2: Fortasse pars versus Verg. Aen. I.1. Multa alia exempla huius versus Pompeis inventa sunt (e.g. EDR125686, EDR175604, et variatio, EDR072663), sed saepe sola pars versus inscripta est."
"EDR180457","Textus et mensurae secundum (1)<br>Camu[---?] (1)"
"EDR180458","Textus et mensurae secundum (1)<br>Res XIV (1)"
"EDR180459","Textus secundum (1)"
"EDR180460","Textus secundum (1)"
"EDR180461","Textus secundum (1)<br>v.1: (septem) (novem) (undecim)"
"EDR180462","Textus et mensurae secundum (1)"
"EDR180463","Textus et mensurae secundum (1)"
"EDR180464","Textus secundum (1)<br>(septem) (duodecim) (quindecim) (decem) (viginti) (octo)"
"EDR180465","Textus secundum (1)<br>(novem) (octo) (viginti et duo)"
"EDR180466","Textus et mensurae secundum (1)"
"EDR180206","Textus secundum (1)-(3)<br>vv. 1-4: (Semper) ubique / fortis / hoc cum fe/m[ini] a[gam...?] / XVVI (?)<br>v.4: Lectio incerta est"
"EDR180396","Textus secundum (1)."
"EDR180397","Textus secundum (1)."
"EDR180398","Textus et mensurae secundum (2).<br>v.1: 'Sol' aut pro alia interpretatione, vide (2).<br>Prope EDR180399 (circulus a manu tractus, cum lineis interioribus)."
"EDR180399","Textus et mensurae secundum (1).<br>v.1: 'Sole con raggi introflessi' aut pro alia interpretatione, vide (1).<br>Prope EDR180398 (circulus a manu tractus, cum lineis exterioribus). "
"EDR180400","Textus et mensurae secundum (1)."
"EDR180403","Textus et mensurae secundum (1). <br>v.1: N (maior) N (minor) <br>litt. alt. prima littera N: 5,3, litt. alt. secunda littera N: 2,0 (1). "
"EDR180404","Textus secundum (1)."
"EDR180517","Textus secundum (1).<br>v. 1: (septemdecim) (triginta) (1). <br>"
"EDR180518","Textus secundum (1). <br>v. 1: (quinque) (1). "
"EDR180519","Textus secundum (1). <br>v. 1: (sedecim) (vigintiquattuor) (1). <br>ludus mathematicus? (1)."
"EDR180520","Textus et mensurae secundum (1).<br>v.1: (quattuor et viginti) (1). "
"EDR180521","Textus et mensurae secundum (1). <br>v.1: HOSTILI VA etiam legi potest sed minus probabiliter videtur (1)."
"EDR180522","Textus et mensurae secundum (1). "
"EDR180546","Textus secundum (2)<br>v. 1: A VIIDIVS HIC FIILA (1)<br>Mihi potius FUI legendum videtur (3)"
"EDR180523","Textus secundum (1).<br>v.1: Initium versus Virg. Aen. II.1: Conticuere omnes intentique ora tenebant. <br>Idem carmen in titulis Pompeianis videtur. e.g. EDR125001, EDR159167<br>Litteris minutis scriptus est.<br>Prope EDR180524 (Contiquere omnes)."
"EDR180524","Textus secundum (1).<br>v.1: Initium versus Virg. Aen. II.1: Conticuere omnes intentique ora tenebant. <br>Idem carmen in titulis Pompeianis videtur. e.g. EDR125001, EDR159167. <br>Prope EDR180523 (Contiquere). "
"EDR180525","Textus et mensurae secundum (1). "
"EDR180526","Textus et mensurae secundum (1)."
"EDR180527","Textus secundum (1). "
"EDR180528","Textus secundum (1). "
"EDR180529","Textus et mensurae secundum (1). <br>Lectio incerta est (1).  "
"EDR180530","Textus et mensurae secundum (1). "
"EDR180531","Textus et mensurae secundum (1). <br>v.1: Vic(tor?) (1). "
"EDR180532","Textus et mensurae secundum (1). <br>Prope EDR180533 (B, scripta alia manu)."
"EDR180533","Textus et mensurae secundum (1). <br>Prope EDR180532 (A, scripta alia manu). "
"EDR180534","Textus et mensurae secundum (1)."
"EDR180535","Textus et mensurae secundum (1). <br>v.1: lat. 13,0; litt.alt. 6,0-6,5. <br>v.2: lat. 6,5; litt.alt. 6,0. "
"EDR180536","Textus et mensurae secundum (1). "
"EDR180544","Textus secundum apographum apud (1)<br>mensura secundum (1)<br>vv. 1-5: apographum datum est, non expedivit (1)"
"EDR180545","Textus secundum (2)<br>v. 1: FVRVCAVII (1)<br>v. 1: Littera E ut II scriptum"
"EDR180556","Textus et mensurae secundum (1).<br>Titulus descriptus ut: ""Disegno di un podio su cui è conficcato un palo sostenente una tabula anepigrafe"" (1). "
"EDR180557","Textus et mensurae secundum (1). <br>(Quinque et viginti) (Trecenti) (1)."
"EDR180558","Textus et mensurae secundum (1)."
"EDR180559","Textus et mensurae secundum (1).<br>vv.1-2: Littera R bis inversa est, ut videtur in foto apud (1). <br>v.1: lat. 3,0; litt.alt. 1,3-1,5.<br>v.2: lat. 4,0; litt.alt. 0,6-2,0. "
"EDR180560","Textus et mensurae secundum (1).<br>Etiam legi possit: XVXX / X. "
"EDR180561","Textus et mensurae secundum (1). "
"EDR180562","Textus et mensurae secundum (1). "
"EDR180563","Textus et mensurae secundum (1). <br>Lectio incerta est (1). <br>Etiam legi possit: XV ((:circulus cum littera X)). "
"EDR180564","Textus et mensurae secundum (1). "
"EDR180565","Textus et mensurae secundum (1).<br>(Duo et viginti) (1)."
"EDR180566","Textus et mensurae secundum (1). <br>Prope EDR180567 (X)."
"EDR180567","Textus et mensurae secundum (1). <br>Prope EDR180566 (X)."
"EDR180568","Textus et mensurae secundum (1). "
"EDR180569","Textus et mensurae secundum (1). <br>""Inscrizione quasi impercetteibile...che la lettura ne resulta alquanto problematica e assolutamente incerta."" (1)<br>v.1: U pro &#969; (gen. pl.)? (1)<br>Cf., in pariete opposito, EDR180607 (Alexander). "
"EDR180570","Textus et mensurae secundum (1). "
"EDR180571","Textus et mensurae secundum (1)."
"EDR180572","Textus et mensurae secundum (1)."
"EDR180573","Textus et mensurae secundum (1).<br>Litteris minutis scriptus est. <br>v.1: AEDICLARIUM (:aedicularium) pro AEDIS LARIUM, i.e. «set puto te esse artifi(cem) maximum, aediclarium (P.-Y. Lambert apud (1)). "
"EDR180574","Textus et mensurae secundum (1)."
"EDR180575","Textus et mensurae secundum (1). "
"EDR180601","Textus et mensurae secundum (1). <br>Nomen graecum? ""reso in una trascrizione latina approssimata, e che derivi dal greco &#7952;&#964;&#959;&#8150;&#956;&#959;&#962; = vero."" (1)"
"EDR180602","Textus et mensurae secundum (1). "
"EDR180603","Textus et mensurae secundum (1). <br>Littera E ut II scripta est.<br>Lectio incerta: Sepiricus = Zephyricus? et B(?)E(?)INO? (1)"
"EDR180604","Textus et mensurae secundum (1). <br>v.1: VTENDVM aut EMENDVM? (1). "
"EDR180605","Textus et mensurae secundum (1). "
"EDR180606","Textus et mensurae secundum (1). "
"EDR180607","Textus et mensurae secundum (1). "
"EDR180608","Textus et mensurae secundum (1). "
"EDR180609","Textus et mensurae secundum (1). "
"EDR180610","Textus et mensurae secundum (1). <br>Nomina Musarum. "
"EDR180611","Textus et mensurae secundum (1). <br>In eodem pariete: EDR180612, EDR180613, EDR180614 (tres aliae naves). "
"EDR180612","Textus et mensurae secundum (1). <br>In eodem pariete: EDR180611, EDR180613, EDR180614 (tres aliae naves). "
"EDR180613","Textus et mensurae secundum (1). <br>In eodem pariete: EDR180611, EDR180612, EDR180614 (tres aliae naves).<br>"
"EDR180614","Textus et mensurae secundum (1). <br>In eodem pariete: EDR180611, EDR180612, EDR180613 (tres aliae naves). "
"EDR180615","Textus et mensurae secundum (1). "
"EDR180616","Textus et mensurae secundum (1). "
"EDR180617","Textus et mensurae secundum (1). "
"EDR180618","Textus et mensurae secundum (1). <br>Littera E ut II scripta est."
"EDR180619","Textus et mensurae secundum (1). "
"EDR180620","Textus et mensurae secundum (1). <br>""Profilo di testa di donna dal lungo naso"" (1). "
"EDR180683","Textus et mensurae secundum (1). "
"EDR180684","Textus secundum (1). "
"EDR180685","Textus secundum (1). "
"EDR180686","Textus secundum (1). "
"EDR180687","Textus secundum (1). "
"EDR180688","Textus secundum (1). "
"EDR180689","Textus secundum (1). "
"EDR180690","Textus et mensurae secundum (1).<br>v.1: Quarta littera initium M aut N esse possit (1)."
"EDR180691","Textus et mensurae secundum (1).<br>Prope EDR180692 (Successus). "
"EDR180692","Textus et mensurae secundum (1).<br>Prope EDR180691 (Successus). "
"EDR180693","Textus et mensurae secundum (1). <br>""Profili di tre teste, due femminili rivolte a sinistra, una maschile con berretto rivolta a destra"" (1). "
"EDR180694","Textus et mensurae secundum (1). <br>v.1: (decem)."
"EDR180695","Textus et mensurae secundum (2). "
"EDR180696","Textus et mensurae secundum (1)."
"EDR180697","Textus et mensurae secundum (1). <br>vv.2-3: ""...sono di veramente difficile comprensione e di lettura comunque non certa"" (1). "
"EDR180698","Textus et mensurae secundum (1).<br>Litteris minutis scriptus est. Non expedivi. (1)"
"EDR180699","Textus et mensurae secundum (1). <br>v.1: HYME(N?) aut HYME(NAEUS?) (1). "
"EDR180700","Textus et mensurae secundum (2). "
"EDR180701","Textus et mensurae secundum (1).<br>v.1: ""Incisione... di problematica interpretazione."" (1). "
"EDR180702","Textus et mensurae secundum (1)."
"EDR180761","Textus et mensurae secundum (4).<br>Isopsephia in hoc titulo: &#965;&#985;' = &#7952;&#957;&#949;&#957;&#942;&#954;&#959;&#957;&#964;&#945; &#954;&#945;&#8054; &#964;&#949;&#964;&#961;&#945;&#954;&#972;&#963;&#959;&#953; (490, computatio litterarum nominis &#917;&#8016;&#959;&#948;&#943;&#945;), &#966;&#956;&#949;' = &#960;&#941;&#957;&#964;&#949; &#954;&#945;&#8054; &#964;&#949;&#963;&#963;&#945;&#961;&#940;&#954;&#959;&#957;&#964;&#945; &#954;&#945;&#8054; &#960;&#949;&#957;&#964;&#945;&#954;&#972;&#963;&#953;&#959;&#953;, &#968;&#959;&#946;' = &#948;&#973;&#959; &#954;&#945;&#8054; &#7953;&#946;&#948;&#959;&#956;&#942;&#954;&#959;&#957;&#964;&#945; &#954;&#945;&#8054; &#7953;&#960;&#964;&#945;&#954;&#972;&#963;&#953;&#959;&#953; (4)<br>Quattuor exempla isopsephiae in Pompeiis sunt. Vide EDR165177, EDR165178,  EDR165179, et EDR165199. <br>v.3: &#954;&#955;&#943;&#956;&#945; (1), &#954;&#945;&#8054; &#7941;&#956;' (pro &#954;&#945;&#8054; &#7941;&#956;&#945;)(2). <br>v.1: lat. 56,0; litt. alt. 2,5-11,0 (4)<br>v.2: lat. 39,0; litt. alt. 0,8-9,0 (4)<br>v.3: lat. 36,0; litt. alt. 0,5-2,0 (4)"
"EDR180762","Textus et mensurae secundum (4).<br>v.1: Nomen Poppae&#965;&#1010; in litteris latinis et graecis scriptum est (4). <br>v.1: lat. 26,5; litt. alt. 0,7-11,0 (4)<br>v.2: lat. 22,0; litt. alt. 0,4-6,5 (4)<br>v.3: lat. 19,0; litt. alt. 0,4-4,5 (4)<br>v.4: lat. 18,0; litt. alt. 0,3-1,7 (4)<br>In eodem pariete, EDR180761 (C. Poppaeus Hymetus...). "
"EDR180763","Textus et mensurae secundum (2)."
"EDR180764","Textus et mensurae secundum (2)."
"EDR180765","Textus et mensurae secundum (2).<br>vv.1-3: Posdisius hic a(mat?) / hic homo habi[ta]bit [cum ama?]/ta puella (2). "
"EDR180766","Textus et mensurae secundum (2)."
"EDR180767","Textus et mensurae secundum (2).<br>v.1: SEQVI? vel SEQVS? (2). <br>Infra EDR180763 (Hic homo bellus habitas). "
"EDR180768","Textus et mensurae secundum (2)."
"EDR180769","Textus et mensurae secundum (1).<br>v.1: ""Incisione... di lettura assolutamente incerta."" (1)"
"EDR180770","Textus et mensurae secundum (2)."
"EDR180771","Textus et mensurae secundum (2)."
"EDR180772","Textus et mensurae secundum (1)."
"EDR180773","Textus et mensurae secundum (1).<br>In eodem pariete: EDR180775 (equus ad sin.)."
"EDR180774","Textus et mensurae secundum (1).<br>Littera E ut II scripta est.<br>"
"EDR180775","Textus et mensurae secundum (2).<br>In eodem pariete: EDR180773 (equus ad sin.)"
"EDR180776","Textus et mensurae secundum (1)."
"EDR180777","Textus et mensurae secundum (1).<br>v.1: ""Non liquet."" (1)"
"EDR180778","Textus et mensurae secundum (1).<br>v.1: Nomen Iucundus in litteris graecis.<br>"
"EDR180779","Textus et mensurae secundum (1).<br>"
"EDR180828","Textus et mensurae secundum (1)."
"EDR171212","Textus et mensurae secundum (3).  Contulerunt Sypniewski et Benefiel (AGP) a. 2019.<br>Titulus descriptus sic: herma senis barbati et capillati, ad sin. conversus (2)<br>Supra  EDR168031<br>Prope EDR168032, EDR168033<br>In eadem columna EDR168029, EDR168046, EDR168035"
"EDR180547","Textus secundum (2)-(4), periit (1). <br>Lapide scripta, litteris magnis (1)<br>v. 1: Floranius (1)<br>Floronius rectius Della Corte apud (3) collato tit. 7777 (2)"
"EDR180548","Textus secundum (1)<br>Littera E ut II scripta est.<br>v. 1: SUCCESS(us) (1), vel SUCCESS(a) (2)"
"EDR180549","Textus secundum (1)<br>v. 1: Sine dubio de imperatore Nerone agitur (2)"
"EDR180550","Textus et mensurae secundum (1)"
"EDR180552","Textus secundum (1), periit (1).<br>Scriptus lapide gilvo (2)"
"EDR180551","Textus et mensurae secundum (1)<br>Non expedivi (1), Lectionem A. RUFUS incertam esse patet (2)"
"EDR180553","Textus et mensurae secundum (1)<br>v. 1: ampur(a) pro amphor(a)(?) (1), ampur(as) (2)<br>Prope EDR180554 (AMPURAS...)"
"EDR180554","Textus secundum apographum apud (1)<br>AMP(ho)RA(?) AMP(ho)RAS(?) cetera quid sibi velint nescio (1)<br>Prope EDR180553 (AMPVR)"
"EDR180555","Textus secundum (1)<br>PR NONAS AUG (?) (1)"
"EDR180703","Textus secundum (1)<br>Quid sit nescio (1)"
"EDR180704","Textus secundum (1)<br>"
"EDR180705","Textus secundum (1)"
"EDR180706","Textus secundum (1)<br>v. 1: in IVIIIIA aliquod nomen latet (1)<br>v. 4: HABIIT (3), Mau autem notat ultimam esse I, non T (2)"
"EDR180707","Textus secundum (1)"
"EDR180708","Textus secundum (1)<br>v.1: Paribeni suspicatur AMP(urasias), non recte (1)"
"EDR180709","Textus secundum (1)<br>v. 1: [Pop?]idius Demetrius (1)<br>v. 1: litterarum formae cursivae observantur (2)"
"EDR180543","Textus secundum (2), periit (2)<br>Hic titulus una cum EDR181060 et EDR181061 editi sunt apud (1), sed discreti sunt apud (2)<br>v. 1: AMAR? (1), fortasse Apaea legi potest, i. e. Appaea (2)"
"EDR180711","Textus et mensurae secundum (1)<br>v. 1: NATAL quid sit, incertum (2)<br>Mensurae, v.1 alt.: 11, 0; v.2 alt.: 11,0 (1)<br>v.2: Littera E ut II scripta est (1)"
"EDR180713","Textus secundum (2)<br>v.1: co(n)s(ule?) (3)"
"EDR180714","Textus secundum (1)<br>v.1: SA vel VS, quia tectorium delapsum erat (1)"
"EDR180715","Textus secundum (1)"
"EDR180717","Textus et mensurae secundum (1)<br>v.1: K(alendas) IV[n? l?] (1)"
"EDR180718","Textus et mensurae secundum (1)"
"EDR180719","Textus secundum (1)<br>v. 1: iosoas? (1)"
"EDR181061","Textus secundum (2), periit (2)<br>Seneca, Agamemnon 730: Idaea cerno nemora<br>Hic titulus una cum EDR180543 et EDR181060 editi sunt apud (1), sed discreti sunt apud (2)<br>v. 1: Littera V bis pro O posita est. De ratione nemura (i.e. nemora) et cernu scribendi vide Väänänen, Latin vulgaire (2)"
"EDR180712","Textus et mensurae secundum (2)<br>v. 1: (undecim) (2)<br>v. 2: (novem) (2), Littera E ut II scripta est.<br>v. 3: PU(LCIUM?) (1), FORT(UN)ATO P(ONDO) V? (2)<br>v. 5: (H)ORD(E)I SEMENTE(M) (2)<br>v. 6: M(odios)? (2)<br>vv.1-3: in litteris maioribus scripti sunt (3), ut videtur in foto apud (1)"
"EDR180716","Textus secundum (1)<br>v. 1: Littera E ut II scripta est."
"EDR181060","Textus secundum (2), periit (2)<br>Hic titulus una cum EDR180543 et EDR181061 editi sunt apud (1), sed discreti sunt apud (2)<br>v. 1: iter sancmtas? (1)<br>v.1: ISEI SACRATAS, i.e. (res) Isidi sacratas. Dativus Isi pro Isidi (2)<br>v.1: [si]it cur sacratas (4), ex Seneca, Agamemnon 693: Sed cur sacratas deripis capiti infulas?"
"EDR180907","Textus et mensurae secundum (1). <br>v.1: (Octaginta?) (1). "
"EDR180908","Textus et mensurae secundum (1). <br>Serie di cerchi concatenati? (1). "
"EDR180909","Textus et mensurae secundum (1). "
"EDR180910","Textus et mensurae secundum (6). <br>Duo gladiatores ad dext.: secutor et retiarius (6)."
"EDR180911","Textus secundum (2). "
"EDR180912","Textus et mensurae secundum (3). <br>Littera E ut II scripta est.<br>De loco inventionis, vide (3)."
"EDR180913","Textus et mensurae secundum (4). <br>Supra EDR180914 (&#916;&#929;&#927;&#1017;&#927;&#1017;). "
